ime,kategorija 
System Shock 2.html,Horror
System Shock 2.html,Sci-fi
System Shock 2.html,Classic
System Shock 2.html,FPS
System Shock 2.html,Survival Horror
System Shock 2.html,Action
System Shock 2.html,Cult Classic
System Shock 2.html,Space
System Shock 2.html,First-Person
System Shock 2.html,Masterpiece
System Shock 2.html,Story Rich
System Shock 2.html,Atmospheric
System Shock 2.html,Great Soundtrack
System Shock 2.html,Singleplayer
System Shock 2.html,Co-op
System Shock 2.html,Inventory Management
System Shock 2.html,Shooter
System Shock 2.html,Survival
sZone-Online.html,Free to Play
sZone-Online.html,Survival
sZone-Online.html,Open World
sZone-Online.html,Multiplayer
sZone-Online.html,Zombies
sZone-Online.html,Post-apocalyptic
sZone-Online.html,Massively Multiplayer
sZone-Online.html,Action
sZone-Online.html,FPS
sZone-Online.html,Shooter
sZone-Online.html,Online Co-Op
sZone-Online.html,Co-op
sZone-Online.html,RPG
sZone-Online.html,First-Person
sZone-Online.html,PvP
sZone-Online.html,Adventure
sZone-Online.html,Atmospheric
sZone-Online.html,MMORPG
sZone-Online.html,Crafting
sZone-Online.html,Horror
Tabletop Simulator.html,Board Game
Tabletop Simulator.html,Simulation
Tabletop Simulator.html,Multiplayer
Tabletop Simulator.html,Sandbox
Tabletop Simulator.html,Physics
Tabletop Simulator.html,Casual
Tabletop Simulator.html,Card Game
Tabletop Simulator.html,Strategy
Tabletop Simulator.html,Indie
Tabletop Simulator.html,Moddable
Tabletop Simulator.html,Chess
Tabletop Simulator.html,RPG
Tabletop Simulator.html,Singleplayer
Tabletop Simulator.html,Masterpiece
Tabletop Simulator.html,VR
Tabletop Simulator.html,Co-op
Tabletop Simulator.html,Online Co-Op
Tabletop Simulator.html,Comedy
Tabletop Simulator.html,Relaxing
Tabletop Simulator.html,Adventure
Tacoma.html,Walking Simulator
Tacoma.html,Adventure
Tacoma.html,Indie
Tacoma.html,Female Protagonist
Tacoma.html,Story Rich
Tacoma.html,Sci-fi
Tacoma.html,Space
Tacoma.html,First-Person
Tacoma.html,Exploration
Tacoma.html,Mystery
Tacoma.html,Atmospheric
Tacoma.html,Singleplayer
Tacoma.html,Illuminati
Tacoma.html,Short
Tacoma.html,Futuristic
Tacoma.html,Cyberpunk
Tacoma.html,Great Soundtrack
Tacoma.html,Psychological Horror
Tacoma.html,Casual
Take On Mars.html,Simulation
Take On Mars.html,Space
Take On Mars.html,Mars
Take On Mars.html,Exploration
Take On Mars.html,Science
Take On Mars.html,Survival
Take On Mars.html,Building
Take On Mars.html,Multiplayer
Take On Mars.html,Space Sim
Take On Mars.html,Sandbox
Take On Mars.html,Education
Take On Mars.html,Realistic
Take On Mars.html,Early Access
Take On Mars.html,Co-op
Take On Mars.html,Open World
Take On Mars.html,Moddable
Take On Mars.html,Singleplayer
Take On Mars.html,Futuristic
Take On Mars.html,Adventure
Take On Mars.html,First-Person
"Takedown, Red Sabre.html",FPS
"Takedown, Red Sabre.html",Action
"Takedown, Red Sabre.html",Tactical
"Takedown, Red Sabre.html",Simulation
"Takedown, Red Sabre.html",Strategy
"Takedown, Red Sabre.html",Multiplayer
"Takedown, Red Sabre.html",Online Co-Op
"Takedown, Red Sabre.html",Shooter
"Takedown, Red Sabre.html",Co-op
"Takedown, Red Sabre.html",First-Person
"Takedown, Red Sabre.html",Early Access
"Takedown, Red Sabre.html",Kickstarter
"Takedown, Red Sabre.html",Realistic
"Takedown, Red Sabre.html",Singleplayer
"Takedown, Red Sabre.html",Walking Simulator
"Takedown, Red Sabre.html",Horror
"Takedown, Red Sabre.html",Stealth
"Takedown, Red Sabre.html",Difficult
"Takedown, Red Sabre.html",Adventure
"Takedown, Red Sabre.html",Funny
"Tales from Candlekeep, Tomb of Annihilation.html",Adventure
"Tales from Candlekeep, Tomb of Annihilation.html",RPG
"Tales from Candlekeep, Tomb of Annihilation.html",Dungeons &amp; Dragons
"Tales from Candlekeep, Tomb of Annihilation.html",Strategy
"Tales from Candlekeep, Tomb of Annihilation.html",Board Game
"Tales from Candlekeep, Tomb of Annihilation.html",Turn-Based
"Tales from Candlekeep, Tomb of Annihilation.html",Singleplayer
"Tales from Candlekeep, Tomb of Annihilation.html",Turn-Based Strategy
"Tales from Candlekeep, Tomb of Annihilation.html",Indie
"Tales from Candlekeep, Tomb of Annihilation.html",Dungeon Crawler
"Tales from Candlekeep, Tomb of Annihilation.html",Fantasy
Tales of Berseria™.html,Anime
Tales of Berseria™.html,JRPG
Tales of Berseria™.html,RPG
Tales of Berseria™.html,Female Protagonist
Tales of Berseria™.html,Story Rich
Tales of Berseria™.html,Action
Tales of Berseria™.html,Fantasy
Tales of Berseria™.html,Open World
Tales of Berseria™.html,Action RPG
Tales of Berseria™.html,Singleplayer
Tales of Berseria™.html,Adventure
Tales of Berseria™.html,Great Soundtrack
Tales of Berseria™.html,Hack and Slash
Tales of Berseria™.html,Cute
Tales of Berseria™.html,Sexual Content
Tales of Berseria™.html,Nudity
Tales of Berseria™.html,Local Co-Op
Tales of Berseria™.html,Multiplayer
Tales of Berseria™.html,Co-op
Tales of Berseria™.html,Mature
Tales of Maj'Eyal.html,Rogue-like
Tales of Maj'Eyal.html,RPG
Tales of Maj'Eyal.html,Turn-Based
Tales of Maj'Eyal.html,Indie
Tales of Maj'Eyal.html,Fantasy
Tales of Maj'Eyal.html,Singleplayer
Tales of Maj'Eyal.html,Difficult
Tales of Maj'Eyal.html,Adventure
Tales of Maj'Eyal.html,Moddable
Tales of Maj'Eyal.html,Perma Death
Tales of Maj'Eyal.html,Open World
Tales of Maj'Eyal.html,Procedural Generation
Tales of Maj'Eyal.html,Replay Value
Tales of Maj'Eyal.html,Tactical
Tales of Maj'Eyal.html,2D
Tales of Maj'Eyal.html,Dungeon Crawler
Tales of Maj'Eyal.html,Top-Down
Tales of Maj'Eyal.html,Loot
Tales of Maj'Eyal.html,Character Customization
Tales of Symphonia.html,JRPG
Tales of Symphonia.html,RPG
Tales of Symphonia.html,Anime
Tales of Symphonia.html,Story Rich
Tales of Symphonia.html,Action RPG
Tales of Symphonia.html,Fantasy
Tales of Symphonia.html,Adventure
Tales of Symphonia.html,Great Soundtrack
Tales of Symphonia.html,Classic
Tales of Symphonia.html,Singleplayer
Tales of Symphonia.html,Action
Tales of Symphonia.html,Open World
Tales of Symphonia.html,Local Co-Op
Tales of Symphonia.html,Replay Value
Tales of Symphonia.html,Co-op
Tales of Symphonia.html,Atmospheric
Tales of Symphonia.html,Local Multiplayer
Tales of Symphonia.html,Masterpiece
Tales of Symphonia.html,Epic
Tales of Zestiria.html,JRPG
Tales of Zestiria.html,Anime
Tales of Zestiria.html,RPG
Tales of Zestiria.html,Fantasy
Tales of Zestiria.html,Open World
Tales of Zestiria.html,Story Rich
Tales of Zestiria.html,Action RPG
Tales of Zestiria.html,Adventure
Tales of Zestiria.html,Great Soundtrack
Tales of Zestiria.html,Singleplayer
Tales of Zestiria.html,Action
Tales of Zestiria.html,Multiplayer
Tales of Zestiria.html,Co-op
Tales of Zestiria.html,Action-Adventure
Tales of Zestiria.html,Local Co-Op
Tales of Zestiria.html,Cute
Tales of Zestiria.html,Atmospheric
Tales of Zestiria.html,Hack and Slash
Tales of Zestiria.html,Third Person
Tales of Zestiria.html,Female Protagonist
"Talisman, Digital Edition.html",Board Game
"Talisman, Digital Edition.html",Turn-Based
"Talisman, Digital Edition.html",Strategy
"Talisman, Digital Edition.html",Multiplayer
"Talisman, Digital Edition.html",Fantasy
"Talisman, Digital Edition.html",Card Game
"Talisman, Digital Edition.html",Games Workshop
"Talisman, Digital Edition.html",RPG
"Talisman, Digital Edition.html",Indie
"Talisman, Digital Edition.html",Singleplayer
"Talisman, Digital Edition.html",Adventure
"Talisman, Digital Edition.html",Local Multiplayer
"Talisman, Digital Edition.html",Touch-Friendly
"Talisman, Digital Edition.html",Local Co-Op
Tanki Online.html,Free to Play
Tanki Online.html,Action
Tanki Online.html,Tanks
Tanki Online.html,Massively Multiplayer
Tanki Online.html,Multiplayer
Tanki Online.html,Shooter
Tanki Online.html,Strategy
Tanki Online.html,Gore
Tanki Online.html,PvP
Tattletail.html,Horror
Tattletail.html,First-Person
Tattletail.html,Survival Horror
Tattletail.html,Cute
Tattletail.html,1990's
Tattletail.html,Singleplayer
Tattletail.html,Indie
Tattletail.html,Action
Tattletail.html,Story Rich
Tattletail.html,Dark
Tattletail.html,Funny
Tattletail.html,Survival
Tattletail.html,Difficult
Tattletail.html,Robots
Tattletail.html,Strategy
Tattletail.html,Adventure
Tattletail.html,Atmospheric
Tattletail.html,Great Soundtrack
Tattletail.html,Family Friendly
Tattletail.html,Memes
Team Fortress 2.html,Free to Play
Team Fortress 2.html,Multiplayer
Team Fortress 2.html,FPS
Team Fortress 2.html,Action
Team Fortress 2.html,Shooter
Team Fortress 2.html,Class-Based
Team Fortress 2.html,Team-Based
Team Fortress 2.html,Funny
Team Fortress 2.html,First-Person
Team Fortress 2.html,Trading
Team Fortress 2.html,Cartoony
Team Fortress 2.html,Competitive
Team Fortress 2.html,Online Co-Op
Team Fortress 2.html,Co-op
Team Fortress 2.html,Robots
Team Fortress 2.html,Comedy
Team Fortress 2.html,Tactical
Team Fortress 2.html,Crafting
Team Fortress 2.html,Cartoon
Team Fortress 2.html,Moddable
Team Fortress Classic.html,Action
Team Fortress Classic.html,FPS
Team Fortress Classic.html,Multiplayer
Team Fortress Classic.html,Classic
Team Fortress Classic.html,Shooter
Team Fortress Classic.html,Class-Based
Team Fortress Classic.html,Team-Based
Team Fortress Classic.html,First-Person
Team Fortress Classic.html,1990's
Team Fortress Classic.html,Co-op
Team Fortress Classic.html,Competitive
Team Fortress Classic.html,Old School
Team Fortress Classic.html,Fast-Paced
Team Fortress Classic.html,Online Co-Op
Team Fortress Classic.html,Remake
Team Fortress Classic.html,Retro
Team Fortress Classic.html,Mod
Team Fortress Classic.html,Funny
Team Fortress Classic.html,Adventure
Team Fortress Classic.html,Casual
TERA.html,Massively Multiplayer
TERA.html,RPG
TERA.html,MMORPG
TERA.html,Free to Play
TERA.html,Action
TERA.html,Fantasy
TERA.html,Adventure
TERA.html,Multiplayer
TERA.html,Open World
TERA.html,Anime
TERA.html,Magic
TERA.html,Co-op
TERA.html,Character Customization
TERA.html,PvP
TERA.html,PvE
TERA.html,Nudity
TERA.html,Action RPG
TERA.html,FPS
TERA.html,Survival
TERA.html,Controller
Terraria.html,Sandbox
Terraria.html,Adventure
Terraria.html,Survival
Terraria.html,2D
Terraria.html,Multiplayer
Terraria.html,Crafting
Terraria.html,Building
Terraria.html,Exploration
Terraria.html,Pixel Graphics
Terraria.html,Co-op
Terraria.html,Open World
Terraria.html,Indie
Terraria.html,Action
Terraria.html,RPG
Terraria.html,Online Co-Op
Terraria.html,Singleplayer
Terraria.html,Platformer
Terraria.html,Replay Value
Terraria.html,Atmospheric
Terraria.html,Family Friendly
TerraTech.html,Building
TerraTech.html,Open World
TerraTech.html,Sandbox
TerraTech.html,Robots
TerraTech.html,Multiplayer
TerraTech.html,Crafting
TerraTech.html,Action
TerraTech.html,Early Access
TerraTech.html,Adventure
TerraTech.html,Survival
TerraTech.html,Singleplayer
TerraTech.html,Strategy
TerraTech.html,Exploration
TerraTech.html,Indie
TerraTech.html,Physics
TerraTech.html,Shooter
TerraTech.html,Third Person
TerraTech.html,Sci-fi
TerraTech.html,Simulation
TerraTech.html,Co-op
Teslagrad.html,Platformer
Teslagrad.html,Indie
Teslagrad.html,Puzzle
Teslagrad.html,Metroidvania
Teslagrad.html,2D
Teslagrad.html,Steampunk
Teslagrad.html,Singleplayer
Teslagrad.html,Difficult
Teslagrad.html,Physics
Teslagrad.html,Atmospheric
Teslagrad.html,Action
Teslagrad.html,Hand-drawn
Teslagrad.html,Puzzle-Platformer
Teslagrad.html,Exploration
Teslagrad.html,Adventure
Teslagrad.html,Great Soundtrack
Teslagrad.html,Beautiful
Teslagrad.html,Controller
Tharsis.html,Strategy
Tharsis.html,Indie
Tharsis.html,Space
Tharsis.html,Difficult
Tharsis.html,Board Game
Tharsis.html,Turn-Based
Tharsis.html,RPG
Tharsis.html,Mars
Tharsis.html,Survival
Tharsis.html,Great Soundtrack
Tharsis.html,Rogue-like
The Adventures of Fei Duanmu 端木斐异闻录.html,Indie
The Adventures of Fei Duanmu 端木斐异闻录.html,Adventure
The Adventures of Fei Duanmu 端木斐异闻录.html,Visual Novel
The Adventures of Fei Duanmu 端木斐异闻录.html,Detective
The Adventures of Fei Duanmu 端木斐异闻录.html,Anime
The Age of Decadence.html,RPG
The Age of Decadence.html,Turn-Based
The Age of Decadence.html,Indie
The Age of Decadence.html,Turn-Based Combat
The Age of Decadence.html,Post-apocalyptic
The Age of Decadence.html,Tactical
The Age of Decadence.html,Story Rich
The Age of Decadence.html,Choices Matter
The Age of Decadence.html,Fantasy
The Age of Decadence.html,Isometric
The Age of Decadence.html,Singleplayer
The Age of Decadence.html,CRPG
The Age of Decadence.html,Alternate History
The Age of Decadence.html,Rome
The Age of Decadence.html,Atmospheric
The Age of Decadence.html,Difficult
The Age of Decadence.html,Dark Fantasy
The Age of Decadence.html,Early Access
The Age of Decadence.html,Open World
The Age of Decadence.html,Adventure
The Banner Saga 2.html,RPG
The Banner Saga 2.html,Strategy
The Banner Saga 2.html,Turn-Based Strategy
The Banner Saga 2.html,Story Rich
The Banner Saga 2.html,Choices Matter
The Banner Saga 2.html,Indie
The Banner Saga 2.html,Atmospheric
The Banner Saga 2.html,Fantasy
The Banner Saga 2.html,Turn-Based
The Banner Saga 2.html,Singleplayer
The Banner Saga 2.html,Great Soundtrack
The Banner Saga 2.html,Adventure
The Banner Saga 2.html,Tactical
The Banner Saga 2.html,Hand-drawn
The Banner Saga 2.html,Medieval
The Banner Saga.html,RPG
The Banner Saga.html,Turn-Based
The Banner Saga.html,Strategy
The Banner Saga.html,Tactical
The Banner Saga.html,Indie
The Banner Saga.html,Turn-Based Strategy
The Banner Saga.html,Story Rich
The Banner Saga.html,Fantasy
The Banner Saga.html,Great Soundtrack
The Banner Saga.html,Kickstarter
The Banner Saga.html,Tactical RPG
The Banner Saga.html,Choices Matter
The Banner Saga.html,Hand-drawn
The Banner Saga.html,Atmospheric
The Banner Saga.html,Crowdfunded
The Banner Saga.html,2D
The Banner Saga.html,Singleplayer
The Banner Saga.html,Strategy RPG
The Banner Saga.html,Adventure
The Banner Saga.html,Touch-Friendly
The Beginner's Guide.html,Story Rich
The Beginner's Guide.html,Walking Simulator
The Beginner's Guide.html,Indie
The Beginner's Guide.html,Narration
The Beginner's Guide.html,Atmospheric
The Beginner's Guide.html,Short
The Beginner's Guide.html,First-Person
The Beginner's Guide.html,Singleplayer
The Beginner's Guide.html,Adventure
The Beginner's Guide.html,Abstract
The Beginner's Guide.html,Great Soundtrack
The Beginner's Guide.html,Surreal
The Beginner's Guide.html,Experimental
The Beginner's Guide.html,Dark
The Beginner's Guide.html,Psychological
The Beginner's Guide.html,Emotional
The Beginner's Guide.html,Psychological Horror
The Beginner's Guide.html,Experience
The Beginner's Guide.html,Puzzle
The Beginner's Guide.html,Horror
The Binding of Isaac.html,Rogue-like
The Binding of Isaac.html,Indie
The Binding of Isaac.html,Replay Value
The Binding of Isaac.html,Difficult
The Binding of Isaac.html,Procedural Generation
The Binding of Isaac.html,Action
The Binding of Isaac.html,Dark
The Binding of Isaac.html,Top-Down
The Binding of Isaac.html,Great Soundtrack
The Binding of Isaac.html,Adventure
The Binding of Isaac.html,Singleplayer
The Binding of Isaac.html,Addictive
The Binding of Isaac.html,Rogue-lite
The Binding of Isaac.html,RPG
The Binding of Isaac.html,Survival
The Binding of Isaac.html,2D
The Binding of Isaac.html,Dungeon Crawler
The Binding of Isaac.html,Perma Death
The Binding of Isaac.html,Bullet Hell
The Binding of Isaac.html,Atmospheric
The Book of Unwritten Tales.html,Adventure
The Book of Unwritten Tales.html,Point &amp; Click
The Book of Unwritten Tales.html,Fantasy
